,open,high,low,close,candlestick_pattern,candlestick_match_count
289,41129.31000000,41174.56000000,41122.47000000,41134.89000000,CDLRICKSHAWMAN_Bull,5.0
290,41134.88000000,41180.00000000,41127.09000000,41169.42000000,NO_PATTERN,0.0
291,41171.94000000,41299.86000000,41171.94000000,41236.05000000,CDLBELTHOLD_Bull,1.0
292,41236.05000000,41236.06000000,41180.00000000,41184.30000000,CDLCLOSINGMARUBOZU_Bear,3.0
293,41184.30000000,41227.66000000,41161.26000000,41173.60000000,CDLSPINNINGTOP_Bear,2.0
294,41167.53000000,41200.00000000,41155.84000000,41165.70000000,CDLRICKSHAWMAN_Bull,5.0
295,41165.70000000,41210.00000000,41092.23000000,41092.23000000,CDLCLOSINGMARUBOZU_Bear,1.0
296,41092.23000000,41119.98000000,41073.10000000,41102.87000000,CDLSPINNINGTOP_Bull,1.0
297,41102.86000000,41119.99000000,41036.54000000,41043.15000000,CDLCLOSINGMARUBOZU_Bear,1.0
298,41045.75000000,41100.00000000,41045.75000000,41093.36000000,CDLBELTHOLD_Bull,3.0
299,41093.36000000,41187.74000000,41093.35000000,41159.51000000,CDLBELTHOLD_Bull,2.0
300,41159.51000000,41171.86000000,41121.70000000,41151.42000000,CDLSPINNINGTOP_Bear,1.0
301,41151.41000000,41209.45000000,41149.94000000,41196.84000000,CDLBELTHOLD_Bull,3.0
302,41196.84000000,41212.99000000,41170.30000000,41180.34000000,NO_PATTERN,0.0
303,41174.59000000,41199.96000000,41160.57000000,41160.58000000,CDLINVERTEDHAMMER_Bull,1.0
304,41160.57000000,41166.98000000,41093.15000000,41161.67000000,CDLLONGLEGGEDDOJI_Bull,7.0
305,41161.66000000,41168.59000000,41102.98000000,41102.99000000,CDLCLOSINGMARUBOZU_Bear,1.0
306,41102.99000000,41148.68000000,41090.01000000,41127.13000000,NO_PATTERN,0.0
307,41127.13000000,41132.47000000,41097.08000000,41125.63000000,CDLRICKSHAWMAN_Bull,7.0
308,41125.63000000,41188.00000000,41125.63000000,41150.16000000,CDLHIKKAKE_Bear,1.0
309,41148.72000000,41172.19000000,41104.51000000,41112.03000000,NO_PATTERN,0.0
310,41112.03000000,41390.64000000,41111.13000000,41316.23000000,CDLBELTHOLD_Bull,1.0
311,41311.10000000,41500.00000000,41309.65000000,41323.11000000,NO_PATTERN,0.0
312,41323.11000000,41325.71000000,41155.41000000,41155.42000000,CDLCLOSINGMARUBOZU_Bear,3.0
313,41155.41000000,41299.30000000,41150.85000000,41291.48000000,CDLBELTHOLD_Bull,3.0
314,41291.48000000,41396.30000000,41277.00000000,41371.40000000,NO_PATTERN,0.0
315,41371.41000000,41388.51000000,41287.32000000,41372.99000000,CDLRICKSHAWMAN_Bull,7.0
316,41372.99000000,41413.11000000,41341.64000000,41367.00000000,CDLRICKSHAWMAN_Bull,6.0
317,41367.00000000,41413.15000000,41331.78000000,41372.98000000,CDLRICKSHAWMAN_Bull,5.0
318,41372.99000000,41542.23000000,41372.99000000,41419.31000000,CDLSHOOTINGSTAR_Bear,1.0
319,41419.31000000,41690.00000000,41401.99000000,41630.94000000,NO_PATTERN,0.0
320,41630.94000000,41789.40000000,41630.93000000,41680.38000000,NO_PATTERN,0.0
321,41685.11000000,41714.21000000,41505.01000000,41514.80000000,CDLCLOSINGMARUBOZU_Bear,2.0
322,41519.86000000,41561.03000000,41443.47000000,41443.48000000,CDL3OUTSIDE_Bear,1.0
323,41443.48000000,41486.24000000,41293.67000000,41337.17000000,NO_PATTERN,0.0
324,41337.18000000,41337.18000000,40500.00000000,40565.44000000,CDLBELTHOLD_Bear,1.0
325,40565.44000000,40777.26000000,39576.00000000,39727.23000000,NO_PATTERN,0.0
326,39727.23000000,40120.02000000,39551.36000000,39688.29000000,CDLHIGHWAVE_Bear,2.0
327,39701.61000000,39751.34000000,39013.00000000,39067.21000000,NO_PATTERN,0.0
328,39067.21000000,39613.42000000,38387.99000000,38500.00000000,NO_PATTERN,0.0
329,38607.44000000,39344.00000000,38471.42000000,38961.61000000,NO_PATTERN,0.0
330,38953.84000000,39400.74000000,38652.00000000,38800.00000000,CDLHARAMI_Bear,2.0
331,38810.60000000,39000.00000000,38274.77000000,38651.03000000,CDLSPINNINGTOP_Bear,1.0
332,38651.02000000,39155.92000000,38558.95000000,39032.97000000,CDLENGULFING_Bull,1.0
333,39015.06000000,39045.00000000,38643.60000000,38865.89000000,CDLHARAMI_Bear,1.0
334,38865.89000000,38899.34000000,38700.00000000,38750.00000000,NO_PATTERN,0.0
335,38750.41000000,38750.41000000,38120.00000000,38362.15000000,CDLBELTHOLD_Bear,2.0
336,38338.71000000,38700.00000000,38108.00000000,38158.07000000,CDLINVERTEDHAMMER_Bull,1.0
337,38158.07000000,38354.74000000,37400.00000000,37921.10000000,NO_PATTERN,0.0
338,37952.04000000,38300.00000000,37697.21000000,38116.64000000,CDLSPINNINGTOP_Bull,1.0
339,38116.64000000,38663.12000000,38085.62000000,38435.11000000,CDLBELTHOLD_Bull,2.0
340,38435.11000000,38942.82000000,38409.91000000,38574.95000000,NO_PATTERN,0.0
341,38574.95000000,38574.95000000,37953.29000000,38096.15000000,CDLBELTHOLD_Bear,1.0
342,38087.24000000,38473.33000000,37854.88000000,38304.50000000,NO_PATTERN,0.0
343,38304.50000000,38336.69000000,38000.48000000,38131.73000000,NO_PATTERN,0.0
344,38134.16000000,38426.05000000,38036.10000000,38094.22000000,CDLRICKSHAWMAN_Bull,5.0
345,38092.31000000,38220.00000000,37575.39000000,37854.66000000,CDLHIKKAKE_Bear,1.0
346,37854.67000000,37890.03000000,37302.00000000,37311.62000000,CDLCLOSINGMARUBOZU_Bear,3.0
347,37303.87000000,37694.21000000,37000.00000000,37000.00000000,CDLCLOSINGMARUBOZU_Bear,1.0
348,37000.01000000,37400.00000000,36821.00000000,36931.56000000,CDLSPINNINGTOP_Bear,1.0
349,36938.81000000,37100.00000000,36683.46000000,36683.49000000,CDLCLOSINGMARUBOZU_Bear,1.0
350,36683.50000000,37566.63000000,36600.00000000,37287.38000000,NO_PATTERN,0.0
351,37268.19000000,37704.99000000,37181.15000000,37346.31000000,CDLSPINNINGTOP_Bull,1.0
352,37346.31000000,37599.98000000,37031.78000000,37384.98000000,CDLRICKSHAWMAN_Bull,5.0
353,37384.99000000,38018.35000000,37200.00000000,37824.10000000,NO_PATTERN,0.0
354,37824.10000000,38050.00000000,37654.76000000,38038.48000000,NO_PATTERN,0.0
355,37993.94000000,38048.10000000,37500.00000000,37603.26000000,CDLBELTHOLD_Bear,1.0
356,37603.26000000,38003.70000000,37420.00000000,37762.99000000,CDLSPINNINGTOP_Bull,1.0
357,37764.42000000,37807.16000000,37460.54000000,37466.80000000,CDLCLOSINGMARUBOZU_Bear,4.0
358,37466.81000000,38010.12000000,37460.05000000,37799.51000000,CDLBELTHOLD_Bull,1.0
359,37799.51000000,37865.65000000,37708.10000000,37844.62000000,CDLLONGLEGGEDDOJI_Bull,4.0
360,37844.62000000,38468.37000000,37817.68000000,38123.62000000,CDLBELTHOLD_Bull,2.0
361,38123.62000000,38197.82000000,37727.99000000,38035.02000000,NO_PATTERN,0.0
362,38028.33000000,38373.83000000,37985.87000000,38244.73000000,CDLENGULFING_Bull,1.0
363,38250.86000000,38339.53000000,38076.63000000,38252.32000000,CDL3OUTSIDE_Bull,6.0
364,38250.80000000,38332.99000000,38000.00000000,38141.90000000,CDLHIKKAKE_Bull,1.0
365,38141.91000000,38270.33000000,37850.00000000,37927.82000000,NO_PATTERN,0.0
366,37927.82000000,38064.76000000,37515.00000000,37803.25000000,CDLSPINNINGTOP_Bear,1.0
367,37818.37000000,37895.18000000,37556.95000000,37672.59000000,NO_PATTERN,0.0
368,37672.59000000,37901.00000000,37655.44000000,37774.34000000,CDLHIKKAKE_Bear,1.0
369,37774.33000000,38100.00000000,37705.23000000,37837.27000000,CDLSPINNINGTOP_Bull,1.0
370,37835.04000000,37865.63000000,37396.27000000,37428.48000000,CDLCLOSINGMARUBOZU_Bear,4.0
371,37428.48000000,37569.54000000,37016.34000000,37052.83000000,CDLCLOSINGMARUBOZU_Bear,1.0
372,37064.72000000,37596.86000000,37020.63000000,37464.90000000,NO_PATTERN,0.0
373,37469.91000000,37880.00000000,37456.54000000,37846.92000000,CDLBELTHOLD_Bull,3.0
374,37819.22000000,38140.00000000,37719.09000000,38017.88000000,NO_PATTERN,0.0
375,38017.88000000,38043.73000000,37800.00000000,37905.99000000,NO_PATTERN,0.0
376,37912.94000000,38198.28000000,37890.16000000,37998.10000000,CDLHIKKAKE_Bear,1.0
377,37998.10000000,38091.95000000,37821.69000000,38028.08000000,CDLRICKSHAWMAN_Bull,5.0
378,38028.09000000,38126.97000000,37903.47000000,38060.46000000,CDLRICKSHAWMAN_Bull,5.0
379,38063.70000000,38226.65000000,38057.07000000,38220.60000000,NO_PATTERN,0.0
380,38216.10000000,38300.00000000,38014.45000000,38083.41000000,NO_PATTERN,0.0
381,38082.88000000,38091.05000000,37800.01000000,37889.64000000,CDLBELTHOLD_Bear,1.0
382,37889.63000000,38107.25000000,37751.61000000,37983.07000000,CDLSPINNINGTOP_Bull,1.0
383,37990.37000000,38082.89000000,37916.00000000,38022.60000000,CDLSPINNINGTOP_Bull,1.0
384,38018.03000000,38052.86000000,37900.13000000,37957.46000000,CDLXSIDEGAP3METHODS_Bull,2.0
385,37958.12000000,37980.23000000,37692.00000000,37692.01000000,CDLCLOSINGMARUBOZU_Bear,3.0
386,37692.01000000,37849.22000000,37600.00000000,37767.85000000,CDLSPINNINGTOP_Bull,1.0
387,37767.85000000,37991.29000000,37767.84000000,37963.06000000,CDLBELTHOLD_Bull,1.0
388,37967.79000000,38086.65000000,37946.02000000,38044.93000000,NO_PATTERN,0.0
389,38044.94000000,38122.11000000,37980.57000000,38117.28000000,NO_PATTERN,0.0
390,38118.10000000,38120.01000000,37939.19000000,38006.38000000,CDLENGULFING_Bear,1.0
391,37999.45000000,38026.65000000,37726.54000000,37823.41000000,CDL3OUTSIDE_Bear,1.0
392,37825.93000000,37950.00000000,37773.27000000,37931.35000000,CDLHARAMI_Bull,1.0
393,37928.52000000,37950.00000000,37701.18000000,37783.17000000,NO_PATTERN,0.0
394,37776.70000000,37901.62000000,37750.01000000,37827.60000000,NO_PATTERN,0.0
395,37827.60000000,37827.60000000,37650.73000000,37663.49000000,CDLCLOSINGMARUBOZU_Bear,4.0
396,37653.18000000,37774.20000000,37500.00000000,37555.19000000,NO_PATTERN,0.0
397,37555.19000000,37675.46000000,37337.25000000,37491.31000000,CDLSPINNINGTOP_Bear,1.0
398,37491.30000000,37735.24000000,37470.26000000,37706.38000000,CDLBELTHOLD_Bull,2.0
399,37712.16000000,37722.32000000,37560.67000000,37613.99000000,NO_PATTERN,0.0
400,37623.04000000,37934.02000000,37623.04000000,37866.17000000,CDLBELTHOLD_Bull,2.0
401,37866.17000000,37958.07000000,37755.97000000,37823.00000000,CDLSPINNINGTOP_Bear,1.0
402,37822.99000000,37892.62000000,37760.18000000,37816.35000000,CDLMATCHINGLOW_Bull,6.0
403,37818.31000000,37850.00000000,37610.86000000,37620.63000000,CDLCLOSINGMARUBOZU_Bear,2.0
404,37620.64000000,37684.77000000,37355.25000000,37373.92000000,CDLCLOSINGMARUBOZU_Bear,1.0
405,37382.46000000,37542.82000000,37381.01000000,37473.73000000,CDLHARAMI_Bull,1.0
406,37473.72000000,37619.86000000,37434.61000000,37518.11000000,CDLHIKKAKE_Bear,1.0
407,37518.12000000,37526.42000000,37272.28000000,37290.55000000,CDLCLOSINGMARUBOZU_Bear,5.0
408,37291.90000000,37291.90000000,37144.07000000,37263.15000000,CDL3OUTSIDE_Bear,2.0
409,37261.99000000,37383.69000000,36937.45000000,37061.73000000,NO_PATTERN,0.0
410,37061.94000000,37141.14000000,36881.39000000,36965.82000000,NO_PATTERN,0.0
411,36971.78000000,37346.53000000,36888.00000000,37322.50000000,NO_PATTERN,0.0
412,37303.72000000,37346.54000000,37127.96000000,37279.01000000,CDLRICKSHAWMAN_Bull,6.0
413,37270.66000000,37474.60000000,37270.66000000,37382.47000000,CDLENGULFING_Bull,1.0
414,37373.96000000,37486.01000000,37354.33000000,37360.71000000,CDLLONGLEGGEDDOJI_Bull,3.0
415,37370.13000000,37500.12000000,37207.70000000,37406.20000000,CDLHIGHWAVE_Bull,2.0
416,37406.20000000,37600.01000000,37406.19000000,37516.92000000,NO_PATTERN,0.0
417,37516.91000000,37584.17000000,37384.02000000,37399.93000000,NO_PATTERN,0.0
418,37391.62000000,37447.79000000,37300.00000000,37367.83000000,CDLRICKSHAWMAN_Bull,5.0
419,37370.23000000,37400.00000000,37073.78000000,37154.33000000,NO_PATTERN,0.0
420,37154.33000000,37177.77000000,36903.01000000,36988.56000000,CDLBELTHOLD_Bear,1.0
421,37000.51000000,37274.56000000,36988.56000000,37023.21000000,CDLLONGLEGGEDDOJI_Bull,5.0
422,37023.20000000,37034.03000000,36754.00000000,36866.91000000,CDLBELTHOLD_Bear,1.0
423,36867.14000000,36994.48000000,36827.54000000,36868.47000000,CDLRICKSHAWMAN_Bull,7.0
424,36868.47000000,36878.37000000,36621.00000000,36825.33000000,CDLHAMMER_Bull,2.0
425,36825.34000000,36950.00000000,36618.46000000,36689.40000000,NO_PATTERN,0.0
426,36692.84000000,36869.67000000,36613.56000000,36641.09000000,NO_PATTERN,0.0
427,36641.08000000,36887.90000000,36611.01000000,36866.93000000,CDLCLOSINGMARUBOZU_Bull,2.0
428,36862.80000000,36979.69000000,36667.22000000,36839.14000000,CDLRICKSHAWMAN_Bull,7.0
429,36840.57000000,36848.66000000,36444.44000000,36794.57000000,NO_PATTERN,0.0
430,36803.28000000,36832.14000000,36401.00000000,36423.67000000,CDLCLOSINGMARUBOZU_Bear,1.0
431,36423.67000000,36471.03000000,36222.00000000,36306.21000000,NO_PATTERN,0.0
432,36317.65000000,36359.11000000,36100.00000000,36150.00000000,NO_PATTERN,0.0
433,36150.00000000,37200.00000000,36100.00000000,37100.00000000,NO_PATTERN,0.0
434,37100.00000000,37500.00000000,37000.02000000,37275.69000000,NO_PATTERN,0.0
435,37275.69000000,37300.00000000,37000.00000000,37000.00000000,CDLCLOSINGMARUBOZU_Bear,3.0
436,37000.00000000,37128.63000000,36669.03000000,36783.95000000,NO_PATTERN,0.0
437,36757.85000000,36781.25000000,36326.27000000,36495.81000000,CDLBELTHOLD_Bear,1.0
438,36470.62000000,36704.30000000,36300.00000000,36502.95000000,CDLRICKSHAWMAN_Bull,5.0
439,36510.15000000,36715.56000000,36214.69000000,36285.26000000,CDLENGULFING_Bear,1.0
440,36285.24000000,36469.43000000,36225.54000000,36383.98000000,NO_PATTERN,0.0
441,36373.82000000,36781.23000000,36266.98000000,36685.32000000,CDLHIKKAKE_Bear,1.0
442,36685.32000000,36705.41000000,36436.57000000,36556.96000000,NO_PATTERN,0.0
443,36553.25000000,36959.08000000,36528.18000000,36744.32000000,CDLHIKKAKE_Bear,2.0
444,36744.32000000,36970.00000000,36729.78000000,36970.00000000,CDL3OUTSIDE_Bull,4.0
445,36970.00000000,37105.20000000,36741.58000000,36925.85000000,CDLHIGHWAVE_Bear,2.0
446,36925.85000000,37054.61000000,36853.89000000,36994.92000000,NO_PATTERN,0.0
447,36994.16000000,37235.86000000,36991.73000000,37183.04000000,CDLBELTHOLD_Bull,2.0
448,37195.34000000,37400.00000000,37176.50000000,37299.99000000,NO_PATTERN,0.0
449,37278.73000000,37400.00000000,37211.21000000,37319.96000000,CDLADVANCEBLOCK_Bear,2.0
450,37326.82000000,37480.34000000,37305.99000000,37393.22000000,CDLSHOOTINGSTAR_Bear,1.0
451,37393.22000000,37400.00000000,37085.66000000,37208.97000000,CDLBELTHOLD_Bear,1.0
452,37208.97000000,37363.27000000,37208.96000000,37322.33000000,NO_PATTERN,0.0
453,37324.28000000,37500.00000000,37313.00000000,37453.60000000,CDLBELTHOLD_Bull,2.0
454,37455.17000000,37462.33000000,37300.00000000,37331.87000000,CDLBELTHOLD_Bear,1.0
455,37336.73000000,37397.28000000,37064.69000000,37114.06000000,CDLHIKKAKE_Bear,1.0
456,37123.58000000,37200.00000000,36912.95000000,37023.55000000,NO_PATTERN,0.0
457,37023.55000000,37238.68000000,37023.55000000,37079.48000000,NO_PATTERN,0.0
458,37084.10000000,37153.46000000,37013.08000000,37127.56000000,NO_PATTERN,0.0
459,37127.56000000,37391.46000000,37127.56000000,37330.16000000,CDLBELTHOLD_Bull,1.0
460,37330.15000000,37330.16000000,37125.06000000,37240.25000000,CDLHARAMI_Bear,1.0
461,37224.79000000,37370.63000000,37169.18000000,37312.96000000,NO_PATTERN,0.0
462,37312.96000000,37600.00000000,37284.88000000,37570.05000000,NO_PATTERN,0.0
463,37570.05000000,37825.75000000,37485.68000000,37689.25000000,NO_PATTERN,0.0
464,37687.90000000,37724.70000000,37610.49000000,37714.32000000,CDLADVANCEBLOCK_Bear,1.0
465,37714.32000000,37718.07000000,37480.00000000,37536.39000000,CDLBELTHOLD_Bear,2.0
466,37536.40000000,37546.92000000,37410.45000000,37464.72000000,NO_PATTERN,0.0
467,37464.72000000,37468.97000000,37338.96000000,37415.40000000,CDLHAMMER_Bull,1.0
468,37416.84000000,37571.08000000,37416.46000000,37519.11000000,NO_PATTERN,0.0
469,37518.40000000,37664.39000000,37501.54000000,37605.37000000,NO_PATTERN,0.0
470,37605.37000000,37605.40000000,37282.05000000,37297.86000000,CDLCLOSINGMARUBOZU_Bear,3.0
471,37301.15000000,37383.59000000,37039.76000000,37135.86000000,NO_PATTERN,0.0
472,37135.86000000,37343.00000000,37100.65000000,37170.62000000,CDLSPINNINGTOP_Bull,1.0
473,37175.69000000,37325.51000000,37114.66000000,37202.35000000,CDLHIGHWAVE_Bull,2.0
474,37202.35000000,37452.31000000,37174.50000000,37320.91000000,CDLHIKKAKE_Bear,1.0
475,37320.91000000,37390.00000000,37114.65000000,37145.09000000,NO_PATTERN,0.0
476,37137.02000000,37300.00000000,37100.00000000,37207.17000000,NO_PATTERN,0.0
477,37207.10000000,37316.14000000,37167.65000000,37222.14000000,CDLRICKSHAWMAN_Bull,5.0
478,37222.13000000,37330.00000000,37215.73000000,37235.85000000,CDLLONGLEGGEDDOJI_Bull,3.0
479,37235.57000000,37447.20000000,37227.04000000,37374.75000000,CDLBELTHOLD_Bull,1.0
480,37374.74000000,37630.00000000,37322.26000000,37350.38000000,CDLHARAMI_Bear,2.0
481,37346.04000000,37401.91000000,37269.04000000,37297.31000000,NO_PATTERN,0.0
482,37301.13000000,37350.00000000,37175.92000000,37189.07000000,CDLCLOSINGMARUBOZU_Bear,1.0
483,37189.08000000,37222.56000000,37087.61000000,37097.34000000,CDLCLOSINGMARUBOZU_Bear,1.0
484,37106.58000000,37162.57000000,37000.00000000,37039.12000000,NO_PATTERN,0.0
485,37038.77000000,37171.06000000,37023.04000000,37070.94000000,NO_PATTERN,0.0
486,37074.40000000,37171.34000000,37063.98000000,37147.32000000,CDLBELTHOLD_Bull,1.0
487,37147.32000000,37147.32000000,37000.00000000,37014.51000000,CDLCLOSINGMARUBOZU_Bear,3.0
488,37016.38000000,37213.96000000,37003.44000000,37168.52000000,CDLBELTHOLD_Bull,1.0
489,37156.02000000,37199.99000000,37020.40000000,37033.57000000,CDLCLOSINGMARUBOZU_Bear,1.0
490,37031.70000000,37146.68000000,36760.73000000,36836.99000000,CDLHIKKAKE_Bull,1.0
491,36836.99000000,37011.14000000,36761.28000000,37010.09000000,CDLCLOSINGMARUBOZU_Bull,1.0
492,37011.14000000,37384.49000000,36941.53000000,37263.44000000,CDLHIKKAKE_Bear,1.0
493,37263.44000000,37300.00000000,36807.49000000,36904.26000000,NO_PATTERN,0.0
494,36903.86000000,36923.00000000,36729.00000000,36781.68000000,NO_PATTERN,0.0
495,36778.04000000,36999.00000000,36742.98000000,36914.63000000,CDLENGULFING_Bull,1.0
496,36914.64000000,37149.98000000,36855.94000000,37019.02000000,CDL3OUTSIDE_Bull,1.0
497,37028.07000000,37049.53000000,36862.43000000,36959.27000000,NO_PATTERN,0.0
498,36959.27000000,37057.79000000,36899.97000000,37045.46000000,CDLHIKKAKE_Bear,1.0
499,37041.38000000,37094.65000000,37031.67000000,37087.59000000,NO_PATTERN,0.0
